id,title,grade,subject,volume,collection_or_program,publisher_or_imprint,publication_year_or_era,date_confidence,local_file,image_url,page_url,source_name,source_caption_or_note,rights_note
pre-2020-toan-7-tap-1,Toán 7,7,Toán,Tập 1,pre-2020 common textbook / 2006 lower-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-toan-7-tap-1-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-Toan-7-tap-1-500x554.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-toan-7-tap-1-2,SachHoc,"Product page title: Trọn bộ sách giáo khoa toán 7 tập 1,2",Use as research reference; clear reuse rights not established.
pre-2020-toan-7-tap-2,Toán 7,7,Toán,Tập 2,pre-2020 common textbook / 2006 lower-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-toan-7-tap-2-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-Toan-7-tap-2-500x554.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-toan-7-tap-1-2,SachHoc,"Product page title: Trọn bộ sách giáo khoa toán 7 tập 1,2",Use as research reference; clear reuse rights not established.
pre-2020-vat-ly-7,Vật lý 7,7,Vật lý,single volume,pre-2020 common textbook / 2006 lower-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-vat-ly-7-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-vat-ly-7-500x554.jpg,https://sachhoc.com/sach-giao-khoa-vat-ly-7,SachHoc,Product page title: Sách giáo khoa vật lý 7,Use as research reference; clear reuse rights not established.
pre-2020-sinh-hoc-7,Sinh học 7,7,Sinh học,single volume,pre-2020 common textbook / 2006 lower-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-sinh-hoc-7-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-sinh-hoc-7.jpg,https://sachhoc.com/sach-giao-khoa-vat-ly-7,SachHoc,Related item alt text: Sách giáo khoa sinh học 7,Use as research reference; clear reuse rights not established.
pre-2020-dai-so-giai-tich-11,Đại số và Giải Tích 11,11,Đại số và Giải tích,single volume,pre-2020 common textbook / 2006 upper-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-dai-so-giai-tich-11-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/LuyenThi/Lop10-12/Dai-so-va-giai-tich-11-500x554.jpg,https://sachhoc.com/sach-giao-khoa-dai-so-va-giai-tich-11,SachHoc,Product page title: Sách giáo khoa Đại số và Giải Tích 11,Use as research reference; clear reuse rights not established.
pre-2020-vat-ly-11,Vật lý 11,11,Vật lý,single volume,pre-2020 common textbook / 2006 upper-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-vat-ly-11-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/LuyenThi/Lop10-12/Sach-giao-khoa-vat-ly-11-500x554.jpg,https://sachhoc.com/sach-giao-khoa-vat-ly-11-ebook-pdf,SachHoc,Product page title: Sách giáo khoa vật lý 11 ebook pdf,Use as research reference; clear reuse rights not established.
pre-2020-dia-li-11,Địa Lí 11,11,Địa lí,single volume,pre-2020 common textbook / 2006 upper-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-dia-li-11-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Dia-li-11.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-lop-11,SachHoc,Related item alt text: Sách giáo khoa Địa Lí 11,Use as research reference; clear reuse rights not established.
pre-2020-gdcd-11,Giáo dục công dân 11,11,Giáo dục công dân,single volume,pre-2020 common textbook / 2006 upper-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-gdcd-11-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Giao-duc-cong-dan-11.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-lop-11,SachHoc,Related item alt text: Sách giáo khoa giáo dục công dân 11,Use as research reference; clear reuse rights not established.
pre-2020-lich-su-11,Lịch sử 11,11,Lịch sử,single volume,pre-2020 common textbook / 2006 upper-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-lich-su-11-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Lich-su-11.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-lop-11,SachHoc,Related item alt text: Sách giáo khoa Lịch sử 11,Use as research reference; clear reuse rights not established.
pre-2020-lich-su-11-nang-cao,Lịch sử 11 nâng cao,11,Lịch sử,single volume,pre-2020 advanced upper-secondary textbook,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-lich-su-11-nang-cao-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Tham-khao/Sach-giao-khoa-lich-su-11-nang-cao.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-lop-11,SachHoc,Related item alt text: Sách giáo khoa lịch sử 11 nâng cao,Use as research reference; clear reuse rights not established.
2022-ket-noi-toan-7-tap-1,Toán 7,7,Toán,Tập 1,Kết nối tri thức với cuộc sống,NXB Giáo dục Việt Nam,2022-present,curriculum-era,images/2022-ket-noi-toan-7-tap-1-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-toan-7-tap-1-ket-noi-tri-thuc-voi-cuoc-song-500x554.jpg,https://sachhoc.com/sach-giao-khoa-toan-7-tap-1-ket-noi-tri-thuc-voi-cuoc-song,SachHoc,Product page title: Sách giáo khoa Toán 7 tập 1 - Kết nối tri thức với cuộc sống,Use as research reference; clear reuse rights not established.
2022-ket-noi-toan-7-tap-2,Toán 7,7,Toán,Tập 2,Kết nối tri thức với cuộc sống,NXB Giáo dục Việt Nam,2022-present,curriculum-era,images/2022-ket-noi-toan-7-tap-2-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-toan-7-tap-2-ket-noi-tri-thuc-voi-cuoc-song.jpg,https://sachhoc.com/sach-giao-khoa-toan-7-tap-1-ket-noi-tri-thuc-voi-cuoc-song,SachHoc,Related item alt text: Sách giáo khoa Toán 7 tập 2 - Kết nối tri thức với cuộc sống,Use as research reference; clear reuse rights not established.
2022-ket-noi-ngu-van-7-tap-1,Ngữ Văn 7,7,Ngữ Văn,Tập 1,Kết nối tri thức với cuộc sống,NXB Giáo dục Việt Nam,2022-present,curriculum-era,images/2022-ket-noi-ngu-van-7-tap-1-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-ngu-van-7-tap-1-ket-noi-tri-thuc-voi-cuoc-song.jpg,https://sachhoc.com/sach-giao-khoa-toan-7-tap-1-ket-noi-tri-thuc-voi-cuoc-song,SachHoc,Related item alt text: Sách giáo khoa Ngữ Văn 7 tập 1 - Kết nối tri thức với cuộc sống,Use as research reference; clear reuse rights not established.
2022-ket-noi-ngu-van-7-tap-2,Ngữ Văn 7,7,Ngữ Văn,Tập 2,Kết nối tri thức với cuộc sống,NXB Giáo dục Việt Nam,2022-present,curriculum-era,images/2022-ket-noi-ngu-van-7-tap-2-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-ngu-van-7-tap-2-ket-noi-tri-thuc-voi-cuoc-song.jpg,https://sachhoc.com/sach-giao-khoa-toan-7-tap-1-ket-noi-tri-thuc-voi-cuoc-song,SachHoc,Related item alt text: Sách giáo khoa Ngữ Văn 7 tập 2 - Kết nối tri thức với cuộc sống,Use as research reference; clear reuse rights not established.
2022-ket-noi-khoa-hoc-tu-nhien-7,Khoa học tự nhiên 7,7,Khoa học tự nhiên,single volume,Kết nối tri thức với cuộc sống,NXB Giáo dục Việt Nam,2022-present,curriculum-era,images/2022-ket-noi-khoa-hoc-tu-nhien-7-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-khoa-hoc-tu-nhien-7-ket-noi-tri-thuc-voi-cuoc-song.jpg,https://sachhoc.com/sach-giao-khoa-toan-7-tap-1-ket-noi-tri-thuc-voi-cuoc-song,SachHoc,Related item alt text: Sách giáo khoa Khoa học tự nhiên 7 - Kết nối tri thức với cuộc sống,Use as research reference; clear reuse rights not established.
2022-ket-noi-lich-su-dia-li-7,Lịch sử và Địa lí 7,7,Lịch sử và Địa lí,single volume,Kết nối tri thức với cuộc sống,NXB Giáo dục Việt Nam,2022-present,curriculum-era,images/2022-ket-noi-lich-su-dia-li-7-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-lich-su-va-dia-li-7-ket-noi-tri-thuc-voi-cuoc-song.jpg,https://sachhoc.com/sach-giao-khoa-toan-7-tap-1-ket-noi-tri-thuc-voi-cuoc-song,SachHoc,Related item alt text: Sách giáo khoa Lịch sử và địa lí 7 - Kết nối tri thức với cuộc sống,Use as research reference; clear reuse rights not established.
2022-ket-noi-toan-10-tap-1,Toán 10,10,Toán,Tập 1,Kết nối tri thức với cuộc sống,NXB Giáo dục Việt Nam,2022-present,curriculum-era,images/2022-ket-noi-toan-10-tap-1-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/Sachluyenthi/Toan-10-tap-1-ket-noi-tri-thuc-voi-cuoc-song-500x554.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-toan-10-tap-1-2-ket-noi-tri-thuc-voi-cuoc-song,SachHoc,"Product page title: Trọn bộ sách giáo khoa Toán 10 tập 1,2 (Kết nối tri thức với cuộc sống)",Use as research reference; clear reuse rights not established.
2022-ket-noi-toan-10-tap-2,Toán 10,10,Toán,Tập 2,Kết nối tri thức với cuộc sống,NXB Giáo dục Việt Nam,2022-present,curriculum-era,images/2022-ket-noi-toan-10-tap-2-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/Sachluyenthi/Toan-10-tap-2-ket-noi-tri-thuc-voi-cuoc-song-500x554.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-toan-10-tap-1-2-ket-noi-tri-thuc-voi-cuoc-song,SachHoc,"Product page title: Trọn bộ sách giáo khoa Toán 10 tập 1,2 (Kết nối tri thức với cuộc sống)",Use as research reference; clear reuse rights not established.
2022-canh-dieu-toan-10-tap-1,Toán 10,10,Toán,Tập 1,Cánh Diều,NXB Đại học Sư phạm,2022-present,curriculum-era,images/2022-canh-dieu-toan-10-tap-1-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/Sachluyenthi/Toan-10-tap-1-canh-dieu-500x554.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-toan-10-tap-1-2-canh-dieu,SachHoc,"Product page title: Trọn bộ sách giáo khoa Toán 10 tập 1,2 (Cánh diều)",Use as research reference; clear reuse rights not established.
2022-canh-dieu-toan-10-tap-2,Toán 10,10,Toán,Tập 2,Cánh Diều,NXB Đại học Sư phạm,2022-present,curriculum-era,images/2022-canh-dieu-toan-10-tap-2-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/Sachluyenthi/Toan-10-tap-2-canh-dieu-500x554.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-toan-10-tap-1-2-canh-dieu,SachHoc,"Product page title: Trọn bộ sách giáo khoa Toán 10 tập 1,2 (Cánh diều)",Use as research reference; clear reuse rights not established.
2022-chan-troi-toan-10-tap-1,Toán 10,10,Toán,Tập 1,Chân trời sáng tạo,NXB Giáo dục Việt Nam,2022-present,curriculum-era,images/2022-chan-troi-toan-10-tap-1-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/Sachluyenthi/Sach-giao-khoa-toan-10-tap-1-chan-troi-sang-tao-500x554.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-toan-10-tap-1-2-chan-troi-sang-tao,SachHoc,"Product page title: Trọn bộ sách giáo khoa Toán 10 tập 1,2 (Chân trời sáng tạo)",Use as research reference; clear reuse rights not established.
2022-chan-troi-toan-10-tap-2,Toán 10,10,Toán,Tập 2,Chân trời sáng tạo,NXB Giáo dục Việt Nam,2022-present,curriculum-era,images/2022-chan-troi-toan-10-tap-2-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/Sachluyenthi/Sach-giao-khoa-toan-10-tap-2-chan-troi-sang-tao-500x554.jpg,https://sachhoc.com/tron-bo-sach-giao-khoa-toan-10-tap-1-2-chan-troi-sang-tao,SachHoc,"Product page title: Trọn bộ sách giáo khoa Toán 10 tập 1,2 (Chân trời sáng tạo)",Use as research reference; clear reuse rights not established.
2022-canh-dieu-vat-li-10,Vật lí 10,10,Vật lí,single volume,Cánh Diều,Cánh Diều / exact publisher not verified,2022-present,curriculum-era,images/2022-canh-dieu-vat-li-10-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Vat-li-10-canh-dieu.jpg,https://sachhoc.com/vat-li-10-canh-dieu,SachHoc,Related item title: Vật lí 10 - Cánh diều,Use as research reference; clear reuse rights not established.
2022-canh-dieu-tin-hoc-10,Tin học 10,10,Tin học,single volume,Cánh Diều,Cánh Diều / exact publisher not verified,2022-present,curriculum-era,images/2022-canh-dieu-tin-hoc-10-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Tin-hoc-10-canh-dieu.jpg,https://sachhoc.com/tin-hoc-10-canh-dieu,SachHoc,Related item title: Tin học 10 - Cánh diều,Use as research reference; clear reuse rights not established.
2022-canh-dieu-sinh-hoc-10,Sinh học 10,10,Sinh học,single volume,Cánh Diều,Cánh Diều / exact publisher not verified,2022-present,curriculum-era,images/2022-canh-dieu-sinh-hoc-10-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Sinh-hoc-10-canh-dieu.jpg,https://sachhoc.com/sinh-hoc-10-canh-dieu,SachHoc,Related item title: Sinh học 10 - Cánh diều,Use as research reference; clear reuse rights not established.
2022-canh-dieu-hoat-dong-trai-nghiem-10,Hoạt động trải nghiệm hướng nghiệp 10,10,Hoạt động trải nghiệm hướng nghiệp,single volume,Cánh Diều,Cánh Diều / exact publisher not verified,2022-present,curriculum-era,images/2022-canh-dieu-hoat-dong-trai-nghiem-10-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Hoat-dong-trai-nghiem-huong-nghiep-10-canh-dieu.jpg,https://sachhoc.com/hoat-dong-trai-nghiem-huong-nghiep-10-canh-dieu,SachHoc,Related item title: Hoạt động trải nghiệm hướng nghiệp 10 - Cánh diều,Use as research reference; clear reuse rights not established.
2022-canh-dieu-lich-su-10,Lịch sử 10,10,Lịch sử,single volume,Cánh Diều,Cánh Diều / exact publisher not verified,2022-present,curriculum-era,images/2022-canh-dieu-lich-su-10-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Lich-su-10-canh-dieu.jpg,https://sachhoc.com/lich-su-10-canh-dieu,SachHoc,Related item title: Lịch sử 10 - Cánh diều,Use as research reference; clear reuse rights not established.
2022-canh-dieu-hoa-hoc-10,Hóa học 10,10,Hóa học,single volume,Cánh Diều,Cánh Diều / exact publisher not verified,2022-present,curriculum-era,images/2022-canh-dieu-hoa-hoc-10-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Hoa-hoc-10-canh-dieu.jpg,https://sachhoc.com/hoa-hoc-10-canh-dieu,SachHoc,Related item title: Hóa học 10 - Cánh diều,Use as research reference; clear reuse rights not established.
2022-canh-dieu-gdqp-an-10,Giáo dục quốc phòng và an ninh 10,10,Giáo dục quốc phòng và an ninh,single volume,Cánh Diều,Cánh Diều / exact publisher not verified,2022-present,curriculum-era,images/2022-canh-dieu-gdqp-an-10-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Giao-duc-quoc-phong-va-an-ninh-10-canh-dieu.jpg,https://sachhoc.com/giao-duc-quoc-phong-va-an-ninh-10-canh-dieu,SachHoc,Related item title: Giáo dục quốc phòng và an ninh 10 - Cánh diều,Use as research reference; clear reuse rights not established.
2022-canh-dieu-gd-kinh-te-phap-luat-10,Giáo dục kinh tế và pháp luật 10,10,Giáo dục kinh tế và pháp luật,single volume,Cánh Diều,Cánh Diều / exact publisher not verified,2022-present,curriculum-era,images/2022-canh-dieu-gd-kinh-te-phap-luat-10-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Giao-duc-kinh-te-va-phap-luat-10-canh-dieu.jpg,https://sachhoc.com/giao-duc-kinh-te-va-phap-luat-10-canh-dieu,SachHoc,Related item title: Giáo dục kinh tế và pháp luật 10 - Cánh diều,Use as research reference; clear reuse rights not established.
2022-canh-dieu-dia-li-10,Địa lí 10,10,Địa lí,single volume,Cánh Diều,Cánh Diều / exact publisher not verified,2022-present,curriculum-era,images/2022-canh-dieu-dia-li-10-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Dia-li-10-canh-dieu.jpg,https://sachhoc.com/dia-li-10-canh-dieu,SachHoc,Related item title: Địa lí 10 - Cánh diều,Use as research reference; clear reuse rights not established.
2022-canh-dieu-cong-nghe-thiet-ke-10,Công nghệ 10 Thiết kế và Công nghệ,10,Công nghệ,single volume,Cánh Diều,Cánh Diều / exact publisher not verified,2022-present,curriculum-era,images/2022-canh-dieu-cong-nghe-thiet-ke-10-sachhoc.jpg,https://sachhoc.com/image/catalog/LuyenThi/Lop10-12/Cong-nghe-10-thiet-ke-va-cong-nghe-canh-dieu.jpg,https://sachhoc.com/cong-nghe-10-thiet-ke-va-cong-nghe-canh-dieu,SachHoc,Related item title: Công nghệ 10 Thiết kế và Công nghệ - Cánh diều,Use as research reference; clear reuse rights not established.
pre-2020-ngu-van-9-tap-1,Ngữ Văn 9,9,Ngữ Văn,Tập 1,pre-2020 common textbook / 2006 lower-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-ngu-van-9-tap-1-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-ngu-van-9-tap-1-500x554.jpg,https://sachhoc.com/sach-giao-khoa-ngu-van-9-tap-1-2,SachHoc,"Product page title: Sách giáo khoa Ngữ Văn 9 tập 1,2",Use as research reference; clear reuse rights not established.
pre-2020-ngu-van-9-tap-2,Ngữ Văn 9,9,Ngữ Văn,Tập 2,pre-2020 common textbook / 2006 lower-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-ngu-van-9-tap-2-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-ngu-van-9-tap-2-500x554.jpg,https://sachhoc.com/sach-giao-khoa-ngu-van-9-tap-1-2,SachHoc,"Product page title: Sách giáo khoa Ngữ Văn 9 tập 1,2",Use as research reference; clear reuse rights not established.
pre-2020-vat-ly-9,Vật lý 9,9,Vật lý,single volume,pre-2020 common textbook / 2006 lower-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-vat-ly-9-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-vat-ly-9-500x554.jpg,https://sachhoc.com/sach-giao-khoa-vat-ly-9,SachHoc,Product page title: Sách giáo khoa vật lý 9,Use as research reference; clear reuse rights not established.
pre-2020-hoa-hoc-9,Hóa học 9,9,Hóa học,single volume,pre-2020 common textbook / 2006 lower-secondary curriculum era,NXB Giáo dục Việt Nam,2006-2019,inferred-era,images/pre-2020-hoa-hoc-9-sachhoc.jpg,https://sachhoc.com/image/cache/catalog/LuyenThi/Lop6-9/Sach-giao-khoa-hoa-hoc-9-ebook-pdf-500x554.jpg,https://sachhoc.com/sach-giao-khoa-hoa-hoc-9,SachHoc,Product page title: Sách giáo khoa hóa học 9,Use as research reference; clear reuse rights not established.
